State,Institution,Type of Discrimination,Investigation Open Date
California,UNIVERSITY OF LA VERNE,Title VI - Retaliation,2024-01-12
California,UNIVERSITY OF SAN DIEGO,Disability - Academic Adjustments,2022-08-09
California,UNIVERSITY OF SAN DIEGO,Disability - Procedural Requirements,2022-08-09
California,VENTURA COUNTY COMMUNITY COLLEGE SYSTEM OFFICE,Disability - Procedural Requirements,2022-08-18
California,VICTOR VALLEY COLLEGE,Title VI - Denial of Benefits,2023-11-28
California,VICTOR VALLEY COLLEGE,Title IX - Athletics,2023-09-14
California,UNIVERSITY OF SOUTHERN CALIFORNIA,Title VI - National Origin Discrimination Involving Religion,2022-06-15
California,UNIVERSITY OF SOUTHERN CALIFORNIA,Title VI - National Origin Discrimination Involving Religion,2022-07-08
California,UNIVERSITY OF SOUTHERN CALIFORNIA,Title IX - Retaliation,2023-10-24
California,VENTURA COLLEGE,Title IX - Procedural Requirements,2022-05-16
California,WESTMONT COLLEGE,Title IX - Denial of Benefits,2023-04-17
California,WESTMONT COLLEGE,Title IX - Others,2023-04-17
Colorado,AIMS COMMUNITY COLLEGE,Title IX - Others,2023-08-09
Colorado,COLORADO COLLEGE,Title IX - Denial of Benefits,2021-09-29
Colorado,COLORADO SCHOOL OF MINES,Title IX - Single Sex Campus Programs,2021-12-20
Colorado,COLORADO STATE UNIVERSITY,Disability - Academic Adjustments,2023-12-11
Colorado,COLORADO STATE UNIVERSITY,Disability - Accessibility,2023-12-11
Colorado,COLORADO MESA UNIVERSITY,Age - Discrimination Prohibited,2023-04-19
Colorado,COLORADO MESA UNIVERSITY,Title VI - Others,2023-04-19
Colorado,COLORADO MESA UNIVERSITY,Title IX - Others,2023-04-19
Colorado,COLORADO MESA UNIVERSITY,Title IX - Single Sex Scholarships,2023-12-18
Colorado,COLORADO STATE UNIVERSITY,Title IX - Procedural Requirements,2014-06-24
Colorado,COLORADO STATE UNIVERSITY,Title IX - Sexual Violence,2014-06-24
Colorado,COMMUNITY COLLEGE OF AURORA,Title VI - Others,2023-09-29
Colorado,COMMUNITY COLLEGE OF AURORA,Title IX - Single Sex Scholarships,2023-09-29
Colorado,COLORADO STATE UNIVERSITY,Title IX - Dissemination of Policy,2014-06-24
Colorado,UNIVERSITY OF COLORADO AT BOULDER,Disability - Accessibility - Website/Online Courses,2022-05-23
Colorado,UNIVERSITY OF COLORADO AT BOULDER,Disability - Disability Harassment,2022-07-22
Colorado,UNIVERSITY OF COLORADO AT BOULDER,Disability - Effective Communication,2022-05-23
Colorado,UNIVERSITY OF DENVER,Title IX - Sexual Violence,2015-03-10
Colorado,UNIVERSITY OF NORTHERN COLORADO,Title VI - Others,2023-04-19
Colorado,UNIVERSITY OF NORTHERN COLORADO,Title IX - Others,2023-04-19
Colorado,UNIVERSITY OF NORTHERN COLORADO,Title IX - Single Sex Scholarships,2023-12-08
Colorado,UNIVERSITY OF COLORADO AT BOULDER,Disability - Retaliation,2022-07-22
Colorado,UNIVERSITY OF COLORADO AT BOULDER,Title VI - Racial Harassment,2022-07-22
Colorado,UNIVERSITY OF DENVER,Disability - Denial of Benefits,2022-11-10
Colorado,UNIVERSITY OF DENVER,Title IX - Gender Harassment,2022-11-10
Colorado,UNIVERSITY OF DENVER,Title IX - Procedural Requirements,2015-03-10
Connecticut,CENTRAL CONNECTICUT STATE UNIVERSITY,Title IX - Single Sex Scholarships,2020-03-05
Connecticut,CAPITAL COMMUNITY COLLEGE,Disability - Accessibility - Website/Online Courses,2022-05-23
Connecticut,CAPITAL COMMUNITY COLLEGE,Disability - Effective Communication,2022-05-23
Connecticut,SACRED HEART UNIVERSITY,Disability - Retaliation,2023-08-11
Connecticut,SACRED HEART UNIVERSITY,Title VI - Denial of Benefits,2023-08-11
Connecticut,SACRED HEART UNIVERSITY,Title VI - Others,2023-08-11
Connecticut,SACRED HEART UNIVERSITY,Title IX - Procedural Requirements,2020-04-09
Connecticut,OXFORD ACADEMY OF HAIR DESIGN,Disability - Denial of Benefits,2023-09-13
Connecticut,NORWALK COMMUNITY COLLEGE,Disability - Academic Adjustments,2022-11-10
Connecticut,NORWALK COMMUNITY COLLEGE,Disability - Denial of Benefits,2022-11-10
Connecticut,UNIVERSITY OF SAINT JOSEPH,Disability - Academic Adjustments,2023-10-17
Connecticut,UNIVERSITY OF SAINT JOSEPH,Disability - Denial of Benefits,2023-10-17
Connecticut,UNIVERSITY OF SAINT JOSEPH,Disability - Procedural Requirements,2023-10-17
Connecticut,UNIVERSITY OF CONNECTICUT,Disability - Academic Adjustments,2023-05-18
Connecticut,UNIVERSITY OF CONNECTICUT,Disability - Denial of Benefits,2023-05-18
Connecticut,UNIVERSITY OF CONNECTICUT,Title VI - Admissions,2020-10-09
Connecticut,UNIVERSITY OF CONNECTICUT,Title IX - Single Sex Campus Programs,2020-10-09
Connecticut,UNIVERSITY OF CONNECTICUT,Title IX - Single Sex Campus Programs,2020-10-26
Connecticut,WESTERN CONNECTICUT STATE UNIV,Title IX - Single Sex Scholarships,2020-01-13
Connecticut,YALE UNIVERSITY,Title VI - National Origin Discrimination Involving Religion,2024-01-22
Connecticut,YALE UNIVERSITY,Title IX - Sexual Harassment,2019-08-12
Connecticut,YALE UNIVERSITY,Title IX - Sexual Violence,2020-12-17
Connecticut,YALE UNIVERSITY,Title IX - Single Sex Campus Programs,2020-10-13
District of Columbia,CATHOLIC UNIVERSITY OF AMERICA,Disability - Academic Adjustments,2021-10-07
District of Columbia,CATHOLIC UNIVERSITY OF AMERICA,Disability - Retaliation,2021-10-07
District of Columbia,AMERICAN UNIVERSITY,Disability - Academic Adjustments,2022-07-14
District of Columbia,AMERICAN UNIVERSITY,Title VI - Racial Harassment,2022-06-08
District of Columbia,AMERICAN UNIVERSITY,Title IX - Sexual Violence,2018-11-07
District of Columbia,AMERICAN UNIVERSITY,Title IX - Sexual Violence,2019-03-12
District of Columbia,AMERICAN UNIVERSITY,Title IX - Single Sex Campus Programs,2021-11-15
District of Columbia,GALLAUDET UNIVERSITY,Disability - Others,2022-10-14
District of Columbia,GALLAUDET UNIVERSITY,Disability - Retaliation,2022-10-14
District of Columbia,HOWARD UNIVERSITY,Title IX - Single Sex Scholarships,2021-08-27
District of Columbia,GEORGE WASHINGTON UNIVERSITY,Title VI - Denial of Benefits,2023-05-10
District of Columbia,GEORGE WASHINGTON UNIVERSITY,Title VI - National Origin Discrimination Involving Religion,2023-04-04
District of Columbia,GEORGE WASHINGTON UNIVERSITY,Title VI - National Origin Discrimination Involving Religion,2023-05-10
District of Columbia,GEORGE WASHINGTON UNIVERSITY,Title VI - Racial Harassment,2023-05-10
District of Columbia,GEORGE WASHINGTON UNIVERSITY,Title VI - Retaliation,2023-04-04
District of Columbia,GEORGE WASHINGTON UNIVERSITY,Title IX - Others,2020-02-20
District of Columbia,GEORGE WASHINGTON UNIVERSITY,Title IX - Sexual Violence,2021-05-27
District of Columbia,GEORGETOWN UNIVERSITY,Disability - Academic Adjustments,2023-03-09
District of Columbia,GEORGETOWN UNIVERSITY,Title IX - Denial of Benefits,2019-10-11
District of Columbia,GEORGETOWN UNIVERSITY,Title IX - Others,2021-11-22
District of Columbia,GALLAUDET UNIVERSITY,Title IX - Single Sex Campus Programs,2023-09-08
District of Columbia,GALLAUDET UNIVERSITY,Title IX - Single Sex Scholarships,2023-09-08
District of Columbia,GEORGE WASHINGTON UNIVERSITY,Disability - Academic Adjustments,2023-05-25
District of Columbia,GEORGE WASHINGTON UNIVERSITY,Disability - Academic Adjustments,2023-10-24
District of Columbia,GEORGETOWN UNIVERSITY,Title IX - Retaliation,2020-05-01
District of Columbia,GEORGETOWN UNIVERSITY,Title IX - Single Sex Campus Programs,2019-10-11
District of Columbia,HOWARD UNIVERSITY,Age - Discrimination Prohibited,2020-04-14
District of Columbia,HOWARD UNIVERSITY,Disability - Academic Adjustments,2020-05-04
District of Columbia,HOWARD UNIVERSITY,Disability - Retaliation,2020-05-04
District of Columbia,HOWARD UNIVERSITY,Title VI - Denial of Benefits,2020-04-14
District of Columbia,HOWARD UNIVERSITY,Title VI - Denial of Benefits,2020-05-04
District of Columbia,HOWARD UNIVERSITY,Title VI - Retaliation,2020-05-04
District of Columbia,HOWARD UNIVERSITY,Disability - Academic Adjustments,2023-08-14
District of Columbia,HOWARD UNIVERSITY,Disability - Academic Adjustments,2023-08-17
District of Columbia,HOWARD UNIVERSITY,Disability - Denial of Benefits,2020-04-14
District of Columbia,HOWARD UNIVERSITY,Title IX - Procedural Requirements,2020-06-04
District of Columbia,HOWARD UNIVERSITY,Title IX - Retaliation,2020-06-04
District of Columbia,THE CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY,Title VI - Others,2023-10-25
District of Columbia,JOHNS HOPKINS UNIVERSITY-SAIS,Title IX - Single Sex Campus Programs,2023-10-11
District of Columbia,UNIVERSITY OF THE DISTRICT OF COLUMBIA,Disability - Academic Adjustments,2017-06-16
District of Columbia,UNIVERSITY OF THE DISTRICT OF COLUMBIA,Disability - Accessibility,2017-06-16
District of Columbia,UNIVERSITY OF THE DISTRICT OF COLUMBIA,Title VI - Denial of Benefits,2024-01-17
District of Columbia,UNIVERSITY OF THE DISTRICT OF COLUMBIA,Age - Discrimination Prohibited,2017-06-16
Delaware,DELAWARE TECHNICAL AND COMMUNITY COLLEGE-DOVER,Disability - Accessibility - Website/Online Courses,2022-05-23
Delaware,DELAWARE TECHNICAL AND COMMUNITY COLLEGE-DOVER,Disability - Effective Communication,2022-05-23
Delaware,DELAWARE TECHNICAL AND COMMUNITY COLLEGE-DOVER,Title IX - Denial of Benefits,2023-08-29
Delaware,DELAWARE STATE UNIVERSITY,Disability - Retaliation,2023-09-29
Delaware,DELAWARE STATE UNIVERSITY,Title IX - Others,2023-09-29
Delaware,DELAWARE STATE UNIVERSITY,Title IX - Procedural Requirements,2023-09-29
Delaware,UNIVERSITY OF DELAWARE,Title IX - Single Sex Campus Programs,2022-01-05
Delaware,UNIVERSITY OF DELAWARE,Title IX - Single Sex Scholarships,2022-01-05
Delaware,UNIVERSITY OF DELAWARE,Title IX - Single Sex Scholarships,2023-08-29
Delaware,UNIVERSITY OF DELAWARE,Disability - Others,2019-11-26
Delaware,UNIVERSITY OF DELAWARE,Title VI - Admissions,2022-01-05
Delaware,UNIVERSITY OF DELAWARE,Title VI - Others,2022-01-05
Florida,AMERICAN MEDICAL ACADEMY,Title IX - Sexual Harassment,2014-09-05
Florida,AVE MARIA SCHOOL OF LAW,Disability - Academic Adjustments,2023-08-23
Florida,AVE MARIA UNIVERSITY,Title IX - Procedural Requirements,2022-10-26
Florida,BARRY UNIVERSITY SCHOOL OF LAW,Disability - Denial of Benefits,2023-11-13
Florida,BARRY UNIVERSITY SCHOOL OF LAW,Title IX - Denial of Benefits,2023-11-13
Florida,AVE MARIA SCHOOL OF LAW,Disability - Denial of Benefits,2023-06-23
Florida,AVE MARIA SCHOOL OF LAW,Disability - Procedural Requirements,2023-08-23
Florida,AVE MARIA SCHOOL OF LAW,Title VI - Denial of Benefits,2023-06-23
Florida,AVE MARIA SCHOOL OF LAW,Title IX - Others,2022-03-31
Florida,AVE MARIA SCHOOL OF LAW,Title IX - Retaliation,2023-06-23
Florida,AVE MARIA SCHOOL OF LAW,Title IX - Sexual Harassment,2023-06-23
Florida,BETHUNE COOKMAN UNIVERSITY,Title IX - Procedural Requirements,2023-03-06
Florida,BEACON COLLEGE,Disability - Retaliation,2022-07-20
Florida,BEACON COLLEGE,Title IX - Retaliation,2022-07-20
Florida,BEACON COLLEGE,Title IX - Sexual Violence,2022-07-20
Florida,BEACON COLLEGE,Disability - Academic Adjustments,2022-07-20
Florida,BROWARD COLLEGE,Age - Discrimination Prohibited,2019-06-04
Florida,BROWARD COLLEGE,Disability - Academic Adjustments,2023-12-11
Florida,BROWARD COLLEGE,Disability - Retaliation,2023-12-11
Florida,BROWARD COLLEGE,Title VI - Racial Harassment,2019-06-04
Florida,DAYTONA STATE COLLEGE,Title IX - Retaliation,2023-07-12
Florida,DAYTONA STATE COLLEGE,Title IX - Sexual Harassment,2023-04-18
Florida,DRAGON RISES COLLEGE OF ORIENTAL MEDICINE,Disability - Others,2023-01-12
Florida,DAYTONA STATE COLLEGE,Disability - Academic Adjustments,2023-09-01
Florida,DAYTONA STATE COLLEGE,Title IX - Denial of Benefits,2023-07-12
Florida,CHIPOLA COLLEGE,Title VI - Retaliation,2022-01-24
Florida,CHIPOLA COLLEGE,Title IX - Retaliation,2022-01-24
Florida,DAYTONA STATE COLLEGE,Title IX - Gender Harassment,2023-03-01
Florida,DAYTONA STATE COLLEGE,Title IX - Others,2020-10-15
Florida,DAYTONA STATE COLLEGE,Title IX - Others,2023-04-18
Florida,DAYTONA STATE COLLEGE,Title IX - Retaliation,2023-04-18
Florida,FLORIDA A&M UNIVERSITY- TALLAHASSEE,Title IX - Sexual Harassment,2018-04-02
Florida,FLORIDA AGRICULTURAL AND MECHANICAL UNIVERSITY,Disability - Academic Adjustments,2022-08-17
Florida,EMBRY RIDDLE AERONAUTICAL UNIVERSITY,Disability - Academic Adjustments,2020-06-04
Florida,EMBRY RIDDLE AERONAUTICAL UNIVERSITY,Title IX - Sexual Violence,2021-04-16
Florida,FLORIDA A&M UNIVERSITY- TALLAHASSEE,Age - Retaliation,2016-03-01
Florida,FLORIDA A&M UNIVERSITY- TALLAHASSEE,Title VI - Denial of Benefits,2016-03-01
Florida,FLORIDA A&M UNIVERSITY- TALLAHASSEE,Title VI - Retaliation,2016-03-01
Florida,FLAGLER COLLEGE,Title IX - Discipline,2018-09-29
Florida,FLORIDA A&M UNIVERSITY- TALLAHASSEE,Age - Discrimination Prohibited,2016-03-01
Florida,FLORIDA A&M UNIVERSITY- TALLAHASSEE,Age - Others,2016-03-01
Florida,FLAGLER COLLEGE,Disability - Non-Academic Services,2018-09-29
Florida,FLORIDA SOUTHWESTERN STATE COLLEGE,Title VI - Retaliation,2020-10-14
Florida,FLORIDA SOUTHWESTERN STATE COLLEGE,Title IX - Sexual Harassment,2022-01-18
Florida,FLORIDA SOUTHWESTERN STATE COLLEGE,Title IX - Single Sex Scholarships,2020-10-30
Florida,FLORIDA STATE COLLEGE AT JACKSONVILLE,Age - Discrimination Prohibited,2017-08-17
Florida,FLORIDA INTERNATIONAL UNIVERSITY,Title IX - Single Sex Campus Programs,2023-11-30
Florida,FLORIDA INTERNATIONAL UNIVERSITY,Title IX - Single Sex Scholarships,2023-04-25
Florida,FLORIDA MEMORIAL UNIVERSITY,Title IX - Sexual Harassment,2023-04-18
Florida,FLORIDA STATE COLLEGE AT JACKSONVILLE,Age - Retaliation,2017-08-17
Florida,FLORIDA STATE COLLEGE AT JACKSONVILLE,Disability - Academic Adjustments,2022-04-06
Florida,FLORIDA STATE COLLEGE AT JACKSONVILLE,Title IX - Single Sex Scholarships,2020-06-29
Florida,FLORIDA GULF COAST UNIVERSITY,Title IX - Others,2020-09-10
Florida,FLORIDA GULF COAST UNIVERSITY,Title IX - Sexual Harassment,2023-04-11
Florida,FLORIDA INSTITUTE OF TECHNOLOGY,Disability - Academic Adjustments,2023-02-02
Florida,FLORIDA INSTITUTE OF TECHNOLOGY,Title IX - Single Sex Campus Programs,2019-05-23
Florida,FLORIDA INTERNATIONAL UNIVERSITY,Age - Discrimination Prohibited,2023-01-23
Florida,FLORIDA INTERNATIONAL UNIVERSITY,Age - Discrimination Prohibited,2023-09-12
Florida,FLORIDA INTERNATIONAL UNIVERSITY,Disability - Academic Adjustments,2017-10-05
Florida,FLORIDA INTERNATIONAL UNIVERSITY,Disability - Academic Adjustments,2022-04-15
Florida,FLORIDA INTERNATIONAL UNIVERSITY,Disability - Academic Adjustments,2022-07-12
Florida,FLORIDA INTERNATIONAL UNIVERSITY,Title VI - Denial of Benefits,2023-11-30
Florida,FLORIDA INTERNATIONAL UNIVERSITY,Title VI - Discipline,2021-07-20
Florida,FLORIDA INTERNATIONAL UNIVERSITY,Title VI - Others,2019-08-14
Florida,FLORIDA INTERNATIONAL UNIVERSITY,Title IX - Discipline,2021-07-20
Florida,FLORIDA INTERNATIONAL UNIVERSITY,Title IX - Single Sex Campus Programs,2023-07-06
Florida,FLORIDA INTERNATIONAL UNIVERSITY,Disability - Others,2017-10-05
Florida,FLORIDA INTERNATIONAL UNIVERSITY,Disability - Retaliation,2017-10-05
Florida,FLORIDA INTERNATIONAL UNIVERSITY,Disability - Retaliation,2022-04-15
Florida,FLORIDA INTERNATIONAL UNIVERSITY,Title VI - Denial of Benefits,2019-08-14
Florida,FLORIDA INTERNATIONAL UNIVERSITY,Title VI - Denial of Benefits,2023-07-06
Florida,FLORIDA INTERNATIONAL UNIVERSITY,Disability - Accessibility,2017-09-20
Florida,FLORIDA INTERNATIONAL UNIVERSITY,Disability - Denial of Benefits,2023-01-23
Florida,FLORIDA INTERNATIONAL UNIVERSITY,Disability - Denial of Benefits,2023-09-12
Florida,FLORIDA INTERNATIONAL UNIVERSITY,Disability - Disability Harassment,2017-10-05
Florida,FULL SAIL UNIVERSITY,Disability - Academic Adjustments,2018-04-02
Florida,FULL SAIL UNIVERSITY,Disability - Academic Adjustments,2022-08-10
Florida,FULL SAIL UNIVERSITY,Title IX - Retaliation,2015-07-20
Florida,FULL SAIL UNIVERSITY,Title IX - Sexual Harassment,2015-07-20
Florida,FULL SAIL UNIVERSITY,Title IX - Sexual Violence,2015-07-20
Florida,GULF COAST STATE COLLEGE,Title IX - Denial of Benefits,2015-01-09
Florida,GULF COAST STATE COLLEGE,Title IX - Retaliation,2015-01-09
Florida,HILLSBOROUGH COMMUNITY COLLEGE,Title IX - Retaliation,2022-12-08
Florida,HILLSBOROUGH COMMUNITY COLLEGE,Title IX - Sexual Harassment,2017-11-08
Florida,HILLSBOROUGH COMMUNITY COLLEGE,Disability - Retaliation,2017-11-08
Florida,HILLSBOROUGH COMMUNITY COLLEGE,Title VI - Discipline,2022-12-08
Florida,HILLSBOROUGH COMMUNITY COLLEGE,Title IX - Discipline,2022-12-08
Florida,HODGES UNIVERSITY,Age - Discrimination Prohibited,2018-01-03
Florida,HODGES UNIVERSITY,Disability - Denial of Benefits,2018-01-03
Florida,JACKSONVILLE UNIVERSITY,Title VI - Denial of Benefits,2023-08-04
Florida,JACKSONVILLE UNIVERSITY,Title VI - Retaliation,2023-08-04
Florida,KEISER UNIVERSITY,Age - Discrimination Prohibited,2021-09-24
Florida,KEISER UNIVERSITY,Age - Retaliation,2021-09-24
Florida,KEISER UNIVERSITY,Title VI - Denial of Benefits,2021-09-24
Florida,KEISER UNIVERSITY,Title VI - Retaliation,2021-09-24
Florida,KEISER UNIVERSITY,Title IX - Sexual Harassment,2024-01-05
Florida,JACKSONVILLE UNIVERSITY,Disability - Denial of Benefits,2023-08-04
Florida,MIAMI DADE COLLEGE,Title VI - Others,2022-12-14
Florida,MIAMI LAKES TECHNICAL COLLEGE,Title VI - Others,2015-10-27
Florida,MIAMI DADE COLLEGE,Disability - Academic Adjustments,2023-05-31
Florida,MIAMI DADE COLLEGE,Disability - Accessibility,2022-01-26
Florida,NOVA SOUTHEASTERN UNIVERSITY,Title IX - Retaliation,2024-01-05
Florida,NOVA SOUTHEASTERN UNIVERSITY,Disability - Denial of Benefits,2024-01-09
Florida,NOVA SOUTHEASTERN UNIVERSITY,Title VI - National Origin Discrimination Involving Religion,2021-05-11
Florida,NOVA SOUTHEASTERN UNIVERSITY,Title IX - Denial of Benefits,2021-05-11
Florida,NOVA SOUTHEASTERN UNIVERSITY,Title IX - Retaliation,2023-05-03
Florida,NOVA SOUTHEASTERN UNIVERSITY,Disability - Accessibility,2024-01-09
Florida,PALM BEACH STATE COLLEGE,Title IX - Retaliation,2021-10-13
Florida,PENSACOLA STATE COLLEGE,Disability - Denial of Benefits,2022-06-09
Florida,PENSACOLA STATE COLLEGE,Title VI - Denial of Benefits,2022-06-09
Florida,PENSACOLA STATE COLLEGE,Title VI - Retaliation,2022-06-09
Florida,RINGLING COLLEGE OF ART AND DESIGN,Disability - Academic Adjustments,2023-02-27
Florida,RINGLING COLLEGE OF ART AND DESIGN,Title VI - Denial of Benefits,2023-02-27
Florida,SAINT LEO UNIVERSITY,Disability - Accessibility - Website/Online Courses,2019-04-29
Florida,SAINT LEO UNIVERSITY,Disability - Effective Communication,2019-04-29
Florida,SAINT PETERSBURG COLLEGE- NURSING,Disability - Denial of Benefits,2021-01-05
Florida,RINGLING COLLEGE OF ART AND DESIGN,Title IX - Sexual Violence,2023-02-27
Florida,POLK STATE COLLEGE,Disability - Denial of Benefits,2017-03-21
Florida,POLK STATE COLLEGE,Disability - Retaliation,2017-03-21
Florida,SHEAR EXCELLENCE HAIR ACADEMY,Title IX - Sexual Harassment,2022-05-23
Florida,SOUTHERN TECHNICAL COLLEGE,Title IX - Others,2021-06-24
Florida,STETSON UNIVERSITY,Title IX - Sexual Violence,2022-06-28
Florida,SUMMIT SALON ACADEMY,Title IX - Sexual Harassment,2023-05-26
Florida,ST. PETERSBURG COLLEGE,Disability - Academic Adjustments,2021-11-03
Florida,ST. PETERSBURG COLLEGE,Title VI - Denial of Benefits,2016-06-30
Florida,ST. PETERSBURG COLLEGE,Title VI - Racial Harassment,2016-06-30
Florida,ST. PETERSBURG COLLEGE,Title VI - Retaliation,2016-06-30
Florida,ST. PETERSBURG COLLEGE,Title IX - Single Sex Scholarships,2020-09-21
Florida,ST. THOMAS UNIVERSITY,Disability - Academic Adjustments,2024-02-06
Florida,ST. THOMAS UNIVERSITY,Title VI - Denial of Benefits,2016-09-14
Florida,ST. THOMAS UNIVERSITY,Title VI - Racial Harassment,2016-09-14
Florida,STETSON UNIVERSITY,Title IX - Procedural Requirements,2016-11-29
Florida,STETSON UNIVERSITY,Title IX - Procedural Requirements,2022-06-28
Florida,STETSON UNIVERSITY,Title IX - Sexual Violence,2016-11-29
Florida,TALLAHASSEE COMMUNITY COLLEGE,Disability - Retaliation,2017-04-18
Florida,TRINITY COLLEGE OF FLORIDA,Title IX - Retaliation,2023-08-02
Florida,TRINITY COLLEGE OF FLORIDA,Title IX - Sexual Harassment,2023-08-02
Florida,UNIVERSITY OF CENTRAL FLORIDA,Disability - Academic Adjustments,2022-04-29
Florida,UNIVERSITY OF CENTRAL FLORIDA,Title IX - Sexual Violence,2017-05-05
Florida,UNIVERSITY OF CENTRAL FLORIDA,Title IX - Sexual Violence,2022-11-21
Florida,UNIVERSITY OF CENTRAL FLORIDA,Title IX - Single Sex Scholarships,2023-03-22
Florida,UNIVERSITY OF FLORIDA,Age - Discrimination Prohibited,2014-07-30
Florida,UNIVERSITY OF CENTRAL FLORIDA,Disability - Accessibility,2016-04-05
Florida,UNIVERSITY OF CENTRAL FLORIDA,Disability - Others,2023-03-24
Florida,UNIVERSITY OF CENTRAL FLORIDA,Title VI - Others,2016-08-15
Florida,UNIVERSITY OF FLORIDA,Title IX - Denial of Benefits,2018-07-24
